transaction_id,date,product_id,warehouse_id,quantity_ordered,quantity_fulfilled
TRX010903,2024-02-03,P0001,W09,7,7
TRX010904,2024-05-29,P0025,W02,16,16
TRX010905,2025-03-15,P0017,W06,22,22
TRX010906,2024-05-12,P0046,W09,28,28
TRX010907,2025-07-30,P0015,W09,32,32
TRX010908,2024-06-11,P0005,W02,7,7
TRX010909,2024-02-02,P0017,W09,22,22
TRX010910,2024-03-11,P0021,W08,43,43
TRX010911,2025-04-19,P0023,W07,2,2
TRX010912,2023-12-26,P0043,W08,8,8
TRX010913,2025-05-13,P0010,W10,7,7
TRX010914,2024-09-25,P0017,W08,38,38
TRX010915,2023-08-02,P0001,W01,48,48
TRX010916,2025-07-04,P0037,W09,21,21
TRX010917,2024-08-14,P0048,W06,43,43
TRX010918,2023-05-15,P0007,W01,22,22
TRX010919,2025-01-23,P0012,W01,35,35
TRX010920,2024-01-21,P0040,W07,18,18
TRX010921,2024-01-24,P0050,W10,9,9
TRX010922,2025-01-13,P0001,W02,49,49
TRX010923,2024-12-04,P0020,W06,2,2
TRX010924,2025-07-13,P0044,W05,42,42
TRX010925,2025-02-11,P0031,W05,42,42
TRX010926,2025-05-13,P0004,W10,17,17
TRX010927,2025-11-25,P0026,W06,40,40
TRX010928,2023-03-20,P0012,W08,20,20
TRX010929,2024-11-04,P0022,W05,6,6
TRX010930,2023-11-08,P0001,W08,11,11
TRX010931,2023-07-23,P0001,W05,5,5
TRX010932,2025-09-11,P0003,W10,10,10
TRX010933,2023-01-17,P0012,W06,23,11
TRX010934,2024-04-20,P0021,W08,33,33
TRX010935,2025-10-13,P0013,W02,40,40
TRX010936,2023-07-29,P0013,W07,36,36
TRX010937,2024-05-13,P0041,W03,39,39
TRX010938,2024-03-04,P0018,W09,47,47
TRX010939,2023-02-27,P0033,W10,34,34
TRX010940,2025-09-20,P0006,W07,17,17
TRX010941,2024-06-05,P0025,W03,26,26
TRX010942,2024-08-03,P0023,W08,48,24
TRX010943,2025-06-17,P0024,W10,27,27
TRX010944,2024-09-12,P0037,W02,46,46
TRX010945,2025-08-23,P0026,W10,3,3
TRX010946,2025-06-28,P0004,W08,19,19
TRX010947,2024-05-07,P0038,W07,8,8
TRX010948,2024-05-13,P0035,W05,17,17
TRX010949,2025-11-07,P0049,W04,1,1
TRX010950,2024-08-27,P0011,W10,7,7
TRX010951,2025-08-05,P0036,W10,36,36
TRX010952,2023-10-21,P0025,W01,3,3
TRX010953,2023-06-21,P0020,W04,19,19
TRX010954,2024-06-14,P0001,W06,42,42
TRX010955,2023-03-07,P0030,W06,27,27
TRX010956,2023-05-21,P0004,W02,3,3
TRX010957,2024-03-21,P0023,W09,34,34
TRX010958,2023-07-08,P0035,W01,5,5
TRX010959,2023-06-07,P0042,W04,49,49
TRX010960,2024-10-31,P0022,W04,37,37
TRX010961,2023-09-03,P0031,W02,46,46
TRX010962,2025-05-05,P0001,W08,16,16
TRX010963,2025-08-01,P0004,W02,14,14
TRX010964,2025-01-17,P0019,W02,30,30
TRX010965,2025-11-22,P0030,W02,32,32
TRX010966,2023-11-26,P0001,W01,45,45
TRX010967,2024-05-26,P0048,W05,12,12
TRX010968,2025-04-29,P0019,W04,27,27
TRX010969,2023-03-20,P0021,W02,26,26
TRX010970,2023-06-18,P0022,W01,48,48
TRX010971,2025-03-20,P0050,W01,29,29
TRX010972,2025-09-09,P0002,W02,23,23
TRX010973,2023-06-29,P0006,W01,49,49
TRX010974,2023-09-17,P0021,W09,22,22
TRX010975,2025-10-25,P0033,W02,20,20
TRX010976,2023-10-24,P0019,W03,38,38
TRX010977,2024-09-11,P0027,W09,46,46
TRX010978,2025-05-04,P0037,W05,16,16
TRX010979,2023-12-26,P0029,W08,31,31
TRX010980,2023-04-27,P0028,W07,3,3
TRX010981,2023-12-23,P0034,W06,21,21
TRX010982,2025-08-14,P0001,W02,39,39
TRX010983,2024-03-14,P0048,W04,5,5
TRX010984,2024-06-05,P0025,W09,20,20
TRX010985,2023-07-18,P0021,W07,23,23
TRX010986,2024-10-31,P0034,W03,32,32
TRX010987,2025-11-19,P0026,W06,42,42
TRX010988,2023-01-31,P0036,W08,9,9
TRX010989,2025-10-04,P0035,W08,3,3
TRX010990,2023-11-29,P0023,W08,27,27
TRX010991,2024-10-21,P0017,W08,27,27
TRX010992,2023-06-26,P0047,W10,10,10
TRX010993,2024-01-05,P0042,W06,16,16
TRX010994,2024-06-30,P0012,W10,24,24
TRX010995,2024-06-18,P0044,W03,23,23
TRX010996,2023-04-07,P0020,W09,9,9
TRX010997,2023-08-18,P0039,W03,2,2
TRX010998,2023-08-15,P0027,W04,6,6
TRX010999,2024-01-06,P0042,W10,37,37
TRX011000,2023-02-24,P0037,W01,35,35
TRX011001,2024-02-28,P0020,W02,7,7
TRX011002,2023-11-11,P0011,W06,15,15
TRX011003,2023-02-01,P0028,W01,21,21
TRX011004,2023-04-03,P0002,W09,38,38
TRX011005,2024-06-02,P0024,W08,36,36
TRX011006,2025-05-02,P0016,W02,23,23
TRX011007,2025-01-21,P0012,W02,29,14
TRX011008,2024-02-20,P0016,W08,13,13
TRX011009,2024-07-10,P0036,W08,5,5
TRX011010,2024-01-01,P0002,W01,47,47
TRX011011,2024-08-21,P0025,W05,39,39
TRX011012,2023-11-27,P0029,W02,39,39
TRX011013,2024-11-19,P0028,W01,42,42
TRX011014,2023-01-11,P0010,W03,45,45
TRX011015,2025-03-28,P0045,W03,43,21
TRX011016,2024-02-23,P0023,W10,1,1
TRX011017,2025-06-29,P0032,W09,20,20
TRX011018,2023-12-14,P0031,W10,43,43
TRX011019,2025-08-15,P0019,W01,1,1
TRX011020,2024-02-16,P0015,W02,35,35
TRX011021,2023-06-02,P0033,W09,40,40
TRX011022,2023-04-02,P0017,W05,45,45
TRX011023,2023-11-27,P0036,W09,7,7
TRX011024,2025-08-12,P0020,W06,35,35
TRX011025,2025-08-27,P0009,W10,34,34
TRX011026,2024-07-07,P0038,W10,5,5
TRX011027,2025-07-18,P0003,W03,29,29
TRX011028,2023-07-13,P0002,W08,48,48
TRX011029,2024-06-13,P0018,W09,27,27
TRX011030,2025-04-24,P0023,W02,7,7
TRX011031,2024-09-30,P0019,W09,1,1
TRX011032,2024-04-22,P0007,W04,9,9
TRX011033,2024-04-24,P0035,W08,47,47
TRX011034,2023-10-15,P0050,W05,1,0
TRX011035,2024-11-28,P0020,W06,27,27
TRX011036,2024-11-25,P0020,W04,17,17
TRX011037,2024-06-23,P0019,W05,32,32
TRX011038,2023-11-26,P0041,W01,41,41
TRX011039,2024-04-14,P0016,W03,30,30
TRX011040,2025-04-28,P0038,W04,15,15
TRX011041,2024-06-17,P0021,W01,42,42
TRX011042,2024-04-11,P0029,W03,28,28
TRX011043,2025-09-03,P0044,W04,3,3
TRX011044,2024-02-24,P0038,W09,28,28
TRX011045,2025-01-31,P0045,W03,5,5
TRX011046,2025-10-02,P0024,W03,2,2
TRX011047,2025-06-09,P0037,W04,38,38
TRX011048,2023-11-04,P0029,W09,16,16
TRX011049,2025-07-12,P0031,W09,44,44
TRX011050,2023-11-30,P0045,W01,17,17
TRX011051,2025-08-11,P0039,W08,12,12
TRX011052,2025-10-18,P0012,W10,26,26
TRX011053,2025-02-27,P0030,W01,49,49
TRX011054,2025-04-11,P0004,W02,7,3
TRX011055,2025-04-23,P0030,W10,24,24
TRX011056,2023-09-07,P0005,W05,16,16
TRX011057,2023-07-03,P0016,W06,18,18
TRX011058,2025-03-09,P0027,W02,8,8
TRX011059,2023-07-05,P0004,W10,27,27
TRX011060,2025-04-17,P0008,W05,26,26
TRX011061,2024-09-18,P0048,W03,31,31
TRX011062,2025-05-08,P0008,W07,18,18
TRX011063,2023-01-08,P0017,W01,2,2
TRX011064,2025-02-21,P0046,W05,41,41
TRX011065,2025-02-13,P0044,W03,23,23
TRX011066,2025-10-03,P0003,W02,48,48
TRX011067,2024-11-07,P0027,W03,49,49
TRX011068,2023-07-30,P0034,W10,42,42
TRX011069,2024-05-04,P0045,W04,22,22
TRX011070,2024-09-30,P0021,W02,33,33
TRX011071,2023-07-10,P0043,W02,18,18
TRX011072,2024-11-01,P0024,W03,15,15
TRX011073,2025-04-22,P0044,W02,41,41
TRX011074,2023-12-01,P0050,W06,3,3
TRX011075,2024-08-01,P0041,W02,48,48
TRX011076,2023-03-03,P0029,W01,23,23
TRX011077,2024-01-22,P0039,W08,47,47
TRX011078,2023-06-02,P0006,W10,2,2
TRX011079,2024-09-10,P0014,W04,42,42
TRX011080,2024-11-28,P0050,W02,4,4
TRX011081,2023-06-27,P0014,W04,26,13
TRX011082,2025-04-26,P0037,W02,19,19
TRX011083,2024-05-01,P0024,W05,49,49
TRX011084,2024-05-14,P0013,W07,10,10
TRX011085,2024-06-24,P0001,W06,22,22
TRX011086,2023-01-13,P0012,W02,6,6
TRX011087,2023-05-31,P0042,W04,1,1
TRX011088,2025-09-17,P0024,W08,43,43
TRX011089,2024-10-05,P0037,W07,16,16
TRX011090,2024-01-07,P0020,W07,7,7
TRX011091,2023-09-09,P0006,W04,24,24
TRX011092,2023-02-22,P0012,W01,35,35
TRX011093,2023-07-12,P0021,W07,14,14
TRX011094,2024-08-13,P0003,W06,4,4
TRX011095,2023-04-07,P0027,W08,41,41
TRX011096,2023-07-17,P0046,W05,15,15
TRX011097,2023-05-27,P0036,W08,44,44
TRX011098,2024-12-23,P0017,W10,48,48
TRX011099,2024-11-14,P0049,W08,23,23
TRX011100,2025-11-01,P0046,W09,19,19
TRX011101,2023-11-29,P0015,W01,14,14
TRX011102,2024-05-26,P0039,W03,27,13
TRX011103,2023-06-21,P0004,W06,36,36
TRX011104,2024-07-17,P0017,W04,38,19
TRX011105,2024-05-26,P0038,W08,22,22
TRX011106,2023-04-15,P0011,W10,11,11
TRX011107,2024-11-04,P0012,W01,4,4
TRX011108,2025-03-17,P0047,W05,32,32
TRX011109,2025-11-30,P0032,W04,40,20
TRX011110,2025-06-07,P0027,W01,41,41
TRX011111,2025-05-25,P0044,W10,24,24
TRX011112,2024-11-07,P0043,W06,34,34
TRX011113,2023-11-17,P0027,W10,3,3
TRX011114,2023-12-01,P0049,W03,38,38
TRX011115,2023-09-21,P0040,W05,2,2
TRX011116,2025-05-14,P0044,W06,23,23
TRX011117,2023-12-18,P0029,W04,40,40
TRX011118,2024-11-06,P0009,W10,20,20
TRX011119,2025-07-07,P0043,W10,8,8
TRX011120,2023-01-05,P0003,W06,35,35
TRX011121,2023-02-03,P0039,W07,49,49
TRX011122,2023-12-17,P0029,W02,43,43
TRX011123,2024-08-05,P0021,W07,3,3
TRX011124,2024-04-09,P0035,W07,32,32
TRX011125,2023-12-14,P0048,W02,31,31
TRX011126,2023-05-05,P0010,W03,44,44
TRX011127,2023-12-23,P0023,W03,46,46
TRX011128,2024-06-10,P0039,W01,31,31
TRX011129,2024-05-12,P0025,W01,1,1
TRX011130,2023-02-22,P0024,W10,12,12
TRX011131,2023-05-29,P0020,W06,18,18
TRX011132,2024-05-17,P0015,W09,24,24
TRX011133,2025-05-19,P0021,W09,36,36
TRX011134,2023-08-07,P0042,W01,29,29
TRX011135,2024-03-27,P0012,W07,25,25
TRX011136,2023-03-24,P0018,W06,23,23
TRX011137,2025-01-07,P0023,W04,3,3
TRX011138,2024-06-10,P0041,W03,30,30
TRX011139,2024-02-08,P0029,W09,17,17
TRX011140,2023-10-17,P0041,W10,45,45
TRX011141,2024-02-24,P0036,W05,49,49
TRX011142,2023-12-05,P0005,W08,30,30
TRX011143,2025-02-15,P0039,W04,49,49
TRX011144,2024-12-11,P0026,W04,19,19
TRX011145,2025-09-13,P0039,W06,5,5
TRX011146,2025-08-16,P0011,W06,40,40
TRX011147,2024-11-16,P0042,W03,34,34
TRX011148,2025-11-25,P0011,W02,9,9
TRX011149,2024-01-08,P0018,W09,39,39
TRX011150,2025-09-20,P0012,W02,48,48
TRX011151,2024-06-14,P0016,W09,44,44
TRX011152,2025-07-12,P0027,W08,26,26
TRX011153,2023-01-23,P0036,W10,5,5
TRX011154,2023-04-14,P0017,W07,24,24
TRX011155,2023-08-29,P0049,W05,31,31
TRX011156,2025-10-01,P0021,W03,24,24
TRX011157,2025-06-21,P0037,W02,21,21
TRX011158,2025-03-24,P0031,W08,22,22
TRX011159,2024-10-16,P0045,W02,38,38
TRX011160,2025-02-21,P0035,W08,22,22
TRX011161,2023-11-03,P0027,W05,21,21
TRX011162,2023-01-08,P0023,W09,30,30
TRX011163,2024-07-28,P0032,W04,49,49
TRX011164,2025-06-30,P0017,W08,47,47
TRX011165,2024-06-01,P0011,W07,10,10
TRX011166,2025-11-20,P0001,W08,3,3
TRX011167,2024-04-27,P0028,W05,39,39
TRX011168,2023-07-26,P0018,W02,29,29
TRX011169,2024-10-30,P0049,W07,25,25
TRX011170,2024-08-01,P0041,W03,2,2
TRX011171,2024-01-22,P0020,W10,13,13
TRX011172,2024-02-16,P0007,W10,27,27
TRX011173,2025-06-09,P0037,W10,29,29
TRX011174,2025-06-24,P0016,W10,14,14
TRX011175,2025-08-20,P0039,W02,4,4
TRX011176,2025-08-22,P0045,W03,8,8
TRX011177,2023-05-20,P0045,W04,5,5
TRX011178,2023-10-27,P0047,W10,44,44
TRX011179,2025-11-02,P0023,W07,27,27
TRX011180,2024-10-25,P0032,W10,24,24
TRX011181,2025-04-04,P0049,W01,44,44
TRX011182,2024-02-04,P0017,W06,43,43
TRX011183,2025-09-18,P0019,W06,34,34
TRX011184,2023-05-29,P0042,W08,28,28
TRX011185,2023-11-03,P0034,W02,24,24
TRX011186,2024-03-10,P0014,W02,5,5
TRX011187,2023-01-21,P0003,W01,13,13
TRX011188,2025-05-24,P0039,W03,18,18
TRX011189,2024-01-17,P0025,W07,17,17
TRX011190,2023-09-02,P0011,W08,30,30
TRX011191,2024-11-28,P0049,W07,38,38
TRX011192,2024-08-12,P0015,W09,19,19
TRX011193,2024-01-25,P0019,W08,22,22
TRX011194,2024-07-21,P0043,W08,49,49
TRX011195,2023-09-16,P0015,W02,49,49
TRX011196,2024-03-01,P0015,W01,18,18
TRX011197,2025-10-26,P0038,W06,26,26
TRX011198,2023-01-06,P0015,W07,15,15
TRX011199,2023-07-10,P0009,W06,28,28
TRX011200,2023-05-28,P0005,W07,30,15
TRX011201,2024-02-09,P0019,W08,28,28
TRX011202,2023-09-15,P0024,W02,20,20
TRX011203,2024-12-30,P0029,W01,4,4
TRX011204,2023-03-31,P0005,W10,4,4
TRX011205,2025-04-03,P0022,W08,37,37
TRX011206,2023-01-10,P0013,W08,15,15
TRX011207,2025-04-17,P0050,W08,34,34
TRX011208,2025-09-14,P0049,W10,11,11
TRX011209,2024-09-16,P0047,W07,23,23
TRX011210,2023-01-30,P0046,W02,35,35
TRX011211,2023-05-08,P0029,W04,43,43
TRX011212,2024-02-25,P0016,W09,35,35
TRX011213,2023-11-01,P0036,W08,11,11
TRX011214,2024-06-29,P0017,W04,2,2
TRX011215,2023-01-22,P0020,W08,15,15
TRX011216,2024-01-26,P0014,W10,40,40
TRX011217,2024-09-08,P0050,W06,28,28
TRX011218,2023-05-29,P0006,W09,31,31
TRX011219,2023-10-26,P0022,W01,32,32
TRX011220,2023-06-21,P0040,W06,34,34
TRX011221,2023-02-16,P0009,W04,22,22
TRX011222,2024-09-17,P0032,W03,29,29
TRX011223,2023-07-26,P0024,W05,8,8
TRX011224,2024-03-28,P0033,W10,22,22
TRX011225,2025-07-13,P0013,W08,12,12
TRX011226,2025-01-23,P0035,W10,23,11
TRX011227,2024-12-08,P0006,W06,38,38
TRX011228,2025-10-05,P0049,W01,2,2
TRX011229,2024-11-06,P0040,W06,12,12
TRX011230,2025-05-04,P0030,W07,21,21
TRX011231,2025-02-21,P0038,W06,12,12
TRX011232,2024-11-14,P0016,W03,45,22
TRX011233,2025-08-20,P0001,W09,31,15
TRX011234,2025-05-13,P0042,W10,9,9
TRX011235,2023-06-17,P0018,W10,15,15
TRX011236,2023-03-27,P0022,W04,32,32
TRX011237,2025-04-28,P0026,W05,43,43
TRX011238,2024-03-17,P0014,W05,9,9
TRX011239,2023-09-28,P0037,W03,24,24
TRX011240,2023-12-10,P0049,W02,8,8
TRX011241,2024-05-17,P0014,W08,28,28
TRX011242,2025-10-30,P0026,W07,18,18
TRX011243,2024-05-08,P0050,W05,43,43
TRX011244,2023-09-01,P0036,W01,37,37
TRX011245,2023-09-24,P0023,W10,36,36
TRX011246,2025-06-11,P0002,W01,37,37
TRX011247,2023-07-20,P0039,W08,32,32
TRX011248,2023-08-27,P0007,W04,21,21
TRX011249,2025-07-03,P0039,W04,39,39
TRX011250,2025-08-26,P0045,W09,49,49
TRX011251,2024-04-28,P0022,W02,29,29
TRX011252,2023-09-03,P0028,W05,18,18
TRX011253,2025-10-28,P0038,W06,23,23
TRX011254,2023-06-01,P0020,W06,33,33
TRX011255,2023-07-30,P0049,W10,48,48
TRX011256,2024-01-02,P0018,W03,9,9
TRX011257,2025-08-01,P0024,W10,44,44
TRX011258,2023-03-27,P0033,W06,43,43
TRX011259,2024-03-21,P0045,W10,38,38
TRX011260,2024-09-11,P0026,W10,4,4
TRX011261,2023-10-31,P0019,W05,16,16
TRX011262,2023-05-12,P0048,W08,3,3
TRX011263,2025-06-22,P0042,W04,8,8
TRX011264,2025-09-14,P0013,W10,16,16
TRX011265,2023-02-16,P0010,W10,2,2
TRX011266,2025-01-26,P0014,W03,45,45
TRX011267,2024-11-20,P0009,W06,19,19
TRX011268,2025-11-13,P0011,W10,24,24
TRX011269,2024-11-17,P0003,W09,16,16
TRX011270,2025-02-24,P0040,W08,40,40
TRX011271,2023-12-06,P0012,W10,2,2
TRX011272,2024-02-16,P0035,W08,32,32
TRX011273,2023-10-13,P0039,W03,1,1
TRX011274,2025-04-29,P0046,W01,49,49
TRX011275,2024-03-05,P0039,W03,18,18
TRX011276,2023-01-31,P0032,W03,39,39
TRX011277,2024-08-25,P0039,W06,32,32
TRX011278,2024-03-15,P0014,W03,9,9
TRX011279,2025-09-11,P0044,W02,3,3
TRX011280,2024-02-16,P0001,W09,24,24
TRX011281,2024-06-11,P0027,W06,11,11
TRX011282,2023-11-06,P0037,W05,28,28
TRX011283,2025-08-06,P0043,W03,16,16
TRX011284,2024-11-04,P0001,W07,29,29
TRX011285,2024-03-12,P0045,W07,41,41
TRX011286,2024-12-04,P0029,W04,12,12
TRX011287,2024-10-24,P0024,W10,46,46
TRX011288,2023-12-31,P0017,W02,4,4
TRX011289,2025-07-11,P0035,W02,26,26
TRX011290,2023-04-23,P0031,W08,4,4
TRX011291,2023-06-25,P0042,W04,11,11
TRX011292,2025-07-24,P0032,W07,2,2
TRX011293,2024-01-17,P0019,W03,31,31
TRX011294,2023-11-02,P0031,W09,3,3
TRX011295,2024-08-24,P0039,W10,25,25
TRX011296,2023-12-09,P0020,W09,34,34
TRX011297,2023-06-05,P0028,W07,1,1
TRX011298,2024-12-12,P0003,W07,5,5
TRX011299,2024-02-07,P0032,W01,39,39
TRX011300,2024-09-05,P0022,W10,31,31
TRX011301,2025-03-07,P0044,W08,36,36
TRX011302,2024-09-14,P0042,W02,3,3
TRX011303,2024-08-25,P0044,W08,38,38
TRX011304,2023-06-26,P0015,W02,12,12
TRX011305,2024-03-24,P0038,W01,16,16
TRX011306,2025-01-12,P0019,W08,8,8
TRX011307,2023-10-28,P0031,W04,11,11
TRX011308,2024-12-07,P0026,W10,45,45
TRX011309,2023-11-03,P0005,W06,14,14
TRX011310,2025-01-20,P0020,W10,27,27
TRX011311,2025-05-18,P0002,W10,18,18
TRX011312,2023-08-02,P0021,W01,8,8
TRX011313,2024-04-27,P0036,W09,33,33
TRX011314,2023-05-13,P0028,W07,4,4
TRX011315,2024-05-26,P0020,W05,49,49
TRX011316,2023-07-30,P0037,W06,30,30
TRX011317,2025-09-14,P0039,W03,20,20
TRX011318,2025-09-13,P0036,W09,30,30
TRX011319,2024-12-17,P0011,W02,27,27
TRX011320,2023-09-10,P0003,W10,25,25
TRX011321,2023-02-07,P0037,W01,6,6
TRX011322,2024-09-20,P0020,W01,5,5
TRX011323,2025-09-13,P0032,W10,14,14
TRX011324,2023-02-15,P0047,W02,14,7
TRX011325,2023-11-01,P0025,W06,34,34
TRX011326,2023-08-21,P0021,W06,41,41
TRX011327,2023-09-02,P0050,W09,25,25
TRX011328,2025-01-29,P0016,W10,39,39
TRX011329,2025-04-18,P0048,W04,18,18
TRX011330,2023-06-07,P0042,W08,20,20
TRX011331,2025-10-21,P0001,W04,43,43
TRX011332,2023-08-05,P0023,W03,8,8
TRX011333,2025-07-16,P0043,W04,26,26
TRX011334,2024-05-21,P0049,W01,21,21
TRX011335,2025-01-30,P0024,W09,27,27
TRX011336,2025-06-22,P0047,W05,32,32
TRX011337,2024-08-03,P0025,W07,42,42
TRX011338,2025-11-19,P0007,W03,17,17
TRX011339,2024-09-18,P0038,W05,49,49
TRX011340,2024-06-03,P0047,W10,1,0
TRX011341,2023-10-02,P0047,W04,27,27
TRX011342,2024-05-06,P0039,W07,36,36
TRX011343,2025-04-06,P0035,W05,11,11
TRX011344,2025-08-08,P0014,W02,41,41
TRX011345,2025-07-14,P0009,W03,41,41
TRX011346,2025-04-26,P0003,W08,35,35
TRX011347,2025-11-25,P0038,W03,38,38
TRX011348,2023-02-08,P0020,W07,38,38
TRX011349,2023-08-27,P0041,W05,42,42
TRX011350,2025-11-02,P0033,W07,42,42
TRX011351,2023-05-02,P0041,W10,49,49
TRX011352,2023-05-24,P0044,W09,47,47
TRX011353,2024-11-14,P0032,W07,36,36
TRX011354,2024-03-30,P0036,W06,10,10
TRX011355,2024-01-03,P0026,W01,40,40
TRX011356,2025-01-28,P0048,W04,1,1
TRX011357,2023-09-04,P0005,W08,22,22
TRX011358,2025-07-11,P0049,W01,17,17
TRX011359,2025-02-03,P0030,W06,12,12
TRX011360,2024-01-10,P0017,W02,44,44
TRX011361,2023-07-26,P0006,W09,13,13
TRX011362,2024-06-02,P0015,W08,25,25
TRX011363,2023-08-30,P0001,W09,26,26
TRX011364,2025-03-29,P0013,W09,46,23
TRX011365,2023-10-29,P0048,W02,40,40
TRX011366,2024-12-01,P0034,W02,46,46
TRX011367,2023-10-15,P0030,W09,39,39
TRX011368,2023-06-03,P0019,W02,49,49
TRX011369,2024-02-27,P0002,W04,43,43
TRX011370,2025-04-29,P0044,W02,33,33
TRX011371,2023-02-19,P0012,W01,8,8
TRX011372,2024-07-17,P0040,W10,13,13
TRX011373,2025-05-03,P0044,W07,26,26
TRX011374,2025-06-01,P0024,W05,17,17
TRX011375,2024-10-23,P0011,W03,24,12
TRX011376,2024-07-18,P0002,W08,24,24
TRX011377,2023-08-01,P0001,W05,12,12
TRX011378,2025-03-21,P0028,W01,31,31
TRX011379,2025-04-29,P0004,W09,16,16
TRX011380,2025-05-30,P0041,W05,42,42
TRX011381,2023-11-30,P0030,W03,16,16
TRX011382,2023-02-01,P0007,W06,30,30
TRX011383,2025-05-17,P0022,W08,28,28
TRX011384,2025-06-16,P0026,W02,3,3
TRX011385,2024-08-23,P0029,W03,33,33
TRX011386,2025-09-14,P0025,W07,24,24
TRX011387,2024-08-21,P0010,W02,30,15
TRX011388,2024-06-03,P0020,W05,40,40
TRX011389,2025-05-18,P0014,W09,48,48
TRX011390,2023-01-16,P0033,W07,28,28
TRX011391,2023-10-10,P0005,W03,47,47
TRX011392,2023-12-27,P0045,W02,39,39
TRX011393,2025-11-24,P0006,W10,2,2
TRX011394,2023-04-23,P0022,W09,13,13
TRX011395,2023-11-04,P0017,W09,37,37
TRX011396,2025-08-16,P0015,W09,10,10
TRX011397,2025-04-13,P0039,W10,40,20
TRX011398,2023-08-30,P0040,W03,13,13
TRX011399,2023-01-31,P0028,W01,19,19
TRX011400,2024-12-04,P0002,W09,6,6
TRX011401,2025-05-18,P0018,W07,18,18
TRX011402,2023-08-21,P0027,W02,40,40
TRX011403,2025-11-23,P0021,W06,9,9
TRX011404,2025-08-08,P0023,W09,17,17
TRX011405,2023-02-28,P0007,W08,4,4
TRX011406,2025-02-09,P0048,W06,6,6
TRX011407,2024-12-18,P0019,W06,11,11
TRX011408,2023-10-29,P0009,W08,42,42
TRX011409,2025-03-13,P0012,W09,26,26
TRX011410,2025-06-15,P0046,W08,11,11
TRX011411,2023-04-22,P0030,W01,8,8
TRX011412,2023-11-13,P0007,W02,3,3
TRX011413,2024-10-29,P0002,W06,2,2
TRX011414,2024-11-20,P0017,W08,18,18
TRX011415,2023-01-18,P0011,W04,2,2
TRX011416,2025-02-16,P0050,W04,26,26
TRX011417,2023-12-26,P0012,W02,12,12
TRX011418,2023-11-28,P0003,W10,37,37
TRX011419,2024-06-11,P0021,W01,26,26
TRX011420,2023-01-12,P0014,W10,36,36
TRX011421,2023-07-31,P0015,W09,16,16
TRX011422,2024-10-02,P0042,W07,14,14
TRX011423,2023-10-10,P0041,W09,2,2
TRX011424,2025-02-18,P0010,W02,21,21
TRX011425,2025-11-19,P0036,W10,7,7
TRX011426,2025-10-29,P0010,W05,11,11
TRX011427,2024-11-07,P0017,W02,44,44
TRX011428,2024-12-05,P0044,W10,29,29
TRX011429,2024-03-01,P0025,W07,37,37
TRX011430,2024-08-13,P0027,W09,48,48
TRX011431,2023-04-01,P0033,W03,39,39
TRX011432,2024-03-31,P0011,W01,28,28
TRX011433,2024-03-19,P0013,W04,40,40
TRX011434,2023-03-20,P0001,W04,4,4
TRX011435,2025-07-15,P0031,W06,4,4
TRX011436,2023-04-13,P0033,W05,27,27
TRX011437,2024-09-14,P0021,W05,6,6
TRX011438,2025-09-16,P0016,W09,34,34
TRX011439,2023-08-22,P0039,W01,41,41
TRX011440,2024-10-05,P0023,W08,40,40
TRX011441,2025-02-28,P0010,W08,18,18
TRX011442,2024-01-22,P0048,W08,44,44
TRX011443,2025-04-26,P0033,W03,48,48
TRX011444,2023-02-07,P0022,W10,30,30
TRX011445,2023-08-29,P0041,W08,33,16
TRX011446,2025-11-15,P0006,W02,20,20
TRX011447,2024-07-15,P0047,W08,36,36
TRX011448,2025-03-16,P0036,W08,46,46
TRX011449,2023-10-25,P0047,W03,5,5
TRX011450,2025-03-15,P0010,W04,35,17
TRX011451,2023-06-03,P0016,W09,19,19
TRX011452,2025-01-01,P0013,W09,12,12
TRX011453,2024-04-12,P0020,W10,26,26
TRX011454,2023-02-18,P0004,W09,19,19
TRX011455,2023-02-15,P0020,W10,11,11
TRX011456,2025-02-18,P0022,W06,20,20
TRX011457,2023-03-23,P0029,W01,9,9
TRX011458,2025-08-12,P0016,W08,20,20
TRX011459,2023-09-30,P0043,W09,27,27
TRX011460,2024-01-29,P0047,W08,5,5
TRX011461,2025-02-28,P0043,W01,10,10
TRX011462,2024-08-17,P0023,W06,9,9
TRX011463,2023-02-27,P0030,W09,25,25
TRX011464,2024-07-18,P0030,W09,13,13
TRX011465,2023-01-01,P0043,W07,32,32
TRX011466,2023-08-04,P0003,W07,8,8
TRX011467,2025-02-04,P0024,W04,45,45
TRX011468,2024-11-01,P0049,W07,27,27
TRX011469,2024-05-25,P0037,W10,22,22
TRX011470,2025-07-03,P0013,W05,28,28
TRX011471,2023-04-05,P0042,W10,18,18
TRX011472,2024-05-07,P0032,W05,23,23
TRX011473,2025-02-03,P0037,W01,41,41
TRX011474,2025-10-18,P0012,W02,31,31
TRX011475,2023-05-30,P0008,W09,41,41
TRX011476,2025-11-12,P0024,W02,34,34
TRX011477,2025-01-25,P0044,W10,7,7
TRX011478,2024-02-03,P0016,W02,5,5
TRX011479,2024-02-14,P0032,W09,21,21
TRX011480,2023-05-11,P0034,W03,6,6
TRX011481,2025-05-04,P0035,W02,45,45
TRX011482,2023-05-28,P0032,W07,35,35
TRX011483,2024-01-16,P0050,W09,42,42
