transaction_id,date,product_id,warehouse_id,quantity_ordered,quantity_fulfilled,year,month,quarter,day_of_week,week_of_year,unit_price,unit_cost,category,revenue,cost,profit,stockout_flag,fulfillment_rate
TRX012110,2025-05-01,P0009,W05,36,36,2025,5,2,Thursday,18,353.72,218.33,Apparel,12733.920000000002,7859.88,4874.040000000002,0,1.0
TRX012111,2025-07-23,P0050,W10,34,34,2025,7,3,Wednesday,30,358.43,144.61,Food,12186.62,4916.740000000001,7269.88,0,1.0
TRX012112,2025-06-19,P0045,W08,39,39,2025,6,2,Thursday,25,88.01,56.75,Furniture,3432.3900000000003,2213.25,1219.1400000000003,0,1.0
TRX012113,2024-02-03,P0023,W07,24,24,2024,2,1,Saturday,5,851.61,376.19,Food,20438.64,9028.56,11410.08,0,1.0
TRX012114,2023-06-17,P0033,W09,39,39,2023,6,2,Saturday,24,344.13,203.49,Food,13421.07,7936.110000000001,5484.959999999999,0,1.0
TRX012115,2024-01-12,P0019,W10,6,6,2024,1,1,Friday,2,582.29,289.52,Electronics,3493.74,1737.12,1756.62,0,1.0
TRX012116,2024-08-29,P0013,W07,20,10,2024,8,3,Thursday,35,724.58,422.72,Industrial,7245.8,4227.200000000001,3018.5999999999995,1,0.5
TRX012117,2025-10-07,P0014,W02,9,9,2025,10,4,Tuesday,41,474.86,230.38,Furniture,4273.74,2073.42,2200.32,0,1.0
TRX012118,2024-08-11,P0032,W04,49,49,2024,8,3,Sunday,32,506.71,217.47,Food,24828.79,10656.03,14172.759999999997,0,1.0
TRX012119,2023-02-17,P0049,W08,21,21,2023,2,1,Friday,7,452.59,299.74,Furniture,9504.39,6294.54,3209.8499999999995,0,1.0
TRX012120,2025-10-21,P0022,W09,11,11,2025,10,4,Tuesday,43,674.12,423.82,Industrial,7415.32,4662.02,2753.3,0,1.0
TRX012121,2023-06-22,P0020,W07,48,48,2023,6,2,Thursday,25,370.5,265.21,Food,17784.0,12730.079999999998,5053.920000000002,0,1.0
TRX012122,2024-05-20,P0033,W05,30,30,2024,5,2,Monday,21,344.13,203.49,Food,10323.9,6104.700000000001,4219.199999999999,0,1.0
TRX012123,2024-02-02,P0005,W01,1,1,2024,2,1,Friday,5,202.77,94.95,Industrial,202.77,94.95,107.82,0,1.0
TRX012124,2023-10-21,P0020,W09,27,27,2023,10,4,Saturday,42,370.5,265.21,Food,10003.5,7160.669999999999,2842.830000000001,0,1.0
TRX012125,2024-07-05,P0014,W06,48,48,2024,7,3,Friday,27,474.86,230.38,Furniture,22793.28,11058.24,11735.04,0,1.0
TRX012126,2025-04-29,P0027,W02,49,49,2025,4,2,Tuesday,18,700.9,307.45,Apparel,34344.1,15065.05,19279.05,0,1.0
TRX012127,2025-11-05,P0026,W10,6,6,2025,11,4,Wednesday,45,859.02,482.98,Apparel,5154.12,2897.88,2256.24,0,1.0
TRX012128,2025-06-03,P0032,W10,43,43,2025,6,2,Tuesday,23,506.71,217.47,Food,21788.53,9351.21,12437.32,0,1.0
TRX012129,2025-09-30,P0030,W02,7,7,2025,9,3,Tuesday,40,173.76,90.98,Food,1216.32,636.86,579.4599999999999,0,1.0
TRX012130,2023-05-14,P0027,W10,48,48,2023,5,2,Sunday,19,700.9,307.45,Apparel,33643.2,14757.6,18885.6,0,1.0
TRX012131,2025-02-09,P0026,W01,22,22,2025,2,1,Sunday,6,859.02,482.98,Apparel,18898.44,10625.56,8272.879999999997,0,1.0
TRX012132,2024-05-22,P0018,W04,34,34,2024,5,2,Wednesday,21,333.79,170.0,Industrial,11348.86,5780.0,5568.860000000001,0,1.0
TRX012133,2024-04-24,P0045,W10,20,20,2024,4,2,Wednesday,17,88.01,56.75,Furniture,1760.2,1135.0,625.2,0,1.0
TRX012134,2025-05-12,P0023,W02,45,45,2025,5,2,Monday,20,851.61,376.19,Food,38322.45,16928.55,21393.9,0,1.0
TRX012135,2024-04-03,P0044,W10,45,45,2024,4,2,Wednesday,14,502.42,230.23,Furniture,22608.9,10360.35,12248.55,0,1.0
TRX012136,2024-09-17,P0047,W09,15,15,2024,9,3,Tuesday,38,721.03,337.73,Furniture,10815.45,5065.950000000001,5749.499999999998,0,1.0
TRX012137,2023-06-08,P0024,W02,47,47,2023,6,2,Thursday,23,511.67,274.45,Electronics,24048.49,12899.15,11149.340000000002,0,1.0
TRX012138,2023-06-10,P0004,W09,9,4,2023,6,2,Saturday,23,667.66,418.27,Industrial,2670.64,1673.08,997.56,1,0.444
TRX012139,2025-07-28,P0041,W01,18,18,2025,7,3,Monday,31,632.17,329.03,Food,11379.06,5922.539999999999,5456.52,0,1.0
TRX012140,2023-06-04,P0003,W07,46,46,2023,6,2,Sunday,22,495.69,308.9,Apparel,22801.74,14209.4,8592.340000000002,0,1.0
TRX012141,2024-04-30,P0043,W06,46,46,2024,4,2,Tuesday,18,900.31,426.52,Food,41414.26,19619.92,21794.34,0,1.0
TRX012142,2024-03-07,P0030,W06,36,36,2024,3,1,Thursday,10,173.76,90.98,Food,6255.36,3275.28,2980.0799999999995,0,1.0
TRX012143,2025-11-16,P0047,W02,46,46,2025,11,4,Sunday,46,721.03,337.73,Furniture,33167.38,15535.580000000002,17631.799999999996,0,1.0
TRX012144,2025-09-30,P0016,W01,42,42,2025,9,3,Tuesday,40,898.94,464.06,Furniture,37755.48,19490.52,18264.960000000003,0,1.0
TRX012145,2025-11-01,P0007,W10,30,30,2025,11,4,Saturday,44,146.74,99.3,Apparel,4402.200000000001,2979.0,1423.2000000000007,0,1.0
TRX012146,2023-03-08,P0039,W08,11,11,2023,3,1,Wednesday,10,745.39,306.92,Electronics,8199.289999999999,3376.1200000000003,4823.169999999998,0,1.0
TRX012147,2024-06-25,P0022,W08,33,33,2024,6,2,Tuesday,26,674.12,423.82,Industrial,22245.96,13986.06,8259.9,0,1.0
TRX012148,2023-04-06,P0041,W02,46,46,2023,4,2,Thursday,14,632.17,329.03,Food,29079.82,15135.38,13944.44,0,1.0
TRX012149,2023-08-03,P0031,W04,40,40,2023,8,3,Thursday,31,37.7,17.66,Apparel,1508.0,706.4,801.6,0,1.0
TRX012150,2023-07-13,P0049,W04,6,6,2023,7,3,Thursday,28,452.59,299.74,Furniture,2715.54,1798.44,917.1,0,1.0
TRX012151,2025-06-03,P0013,W02,43,43,2025,6,2,Tuesday,23,724.58,422.72,Industrial,31156.94,18176.960000000003,12979.98,0,1.0
TRX012152,2023-02-08,P0041,W09,46,46,2023,2,1,Wednesday,6,632.17,329.03,Food,29079.82,15135.38,13944.44,0,1.0
TRX012153,2025-07-27,P0041,W04,39,39,2025,7,3,Sunday,30,632.17,329.03,Food,24654.63,12832.169999999998,11822.46,0,1.0
TRX012154,2025-07-27,P0029,W04,22,22,2025,7,3,Sunday,30,229.79,155.17,Food,5055.38,3413.74,1641.6400000000003,0,1.0
TRX012155,2023-07-25,P0028,W04,39,39,2023,7,3,Tuesday,30,327.95,145.24,Furniture,12790.05,5664.360000000001,7125.689999999999,0,1.0
TRX012156,2025-07-30,P0044,W05,19,19,2025,7,3,Wednesday,31,502.42,230.23,Furniture,9545.98,4374.37,5171.61,0,1.0
TRX012157,2024-07-08,P0019,W10,22,22,2024,7,3,Monday,28,582.29,289.52,Electronics,12810.38,6369.44,6440.94,0,1.0
TRX012158,2024-04-28,P0023,W08,31,31,2024,4,2,Sunday,17,851.61,376.19,Food,26399.91,11661.89,14738.02,0,1.0
TRX012159,2025-02-09,P0047,W04,42,42,2025,2,1,Sunday,6,721.03,337.73,Furniture,30283.26,14184.66,16098.6,0,1.0
TRX012160,2023-09-06,P0050,W03,25,25,2023,9,3,Wednesday,36,358.43,144.61,Food,8960.75,3615.250000000001,5345.5,0,1.0
TRX012161,2024-01-08,P0008,W01,41,41,2024,1,1,Monday,2,949.29,380.13,Apparel,38920.89,15585.33,23335.56,0,1.0
TRX012162,2025-05-28,P0025,W02,49,49,2025,5,2,Wednesday,22,737.86,297.51,Electronics,36155.14,14577.99,21577.15,0,1.0
TRX012163,2025-04-14,P0038,W04,30,30,2025,4,2,Monday,16,562.19,397.19,Industrial,16865.7,11915.7,4950.0,0,1.0
TRX012164,2025-05-20,P0038,W09,45,45,2025,5,2,Tuesday,21,562.19,397.19,Industrial,25298.550000000003,17873.55,7425.000000000004,0,1.0
TRX012165,2024-12-02,P0035,W01,4,4,2024,12,4,Monday,49,36.39,16.9,Apparel,145.56,67.6,77.96000000000001,0,1.0
TRX012166,2023-05-18,P0026,W06,26,26,2023,5,2,Thursday,20,859.02,482.98,Apparel,22334.52,12557.48,9777.04,0,1.0
TRX012167,2025-08-05,P0003,W06,7,7,2025,8,3,Tuesday,32,495.69,308.9,Apparel,3469.83,2162.3,1307.5300000000002,0,1.0
TRX012168,2024-04-01,P0002,W10,40,40,2024,4,2,Monday,14,475.09,344.8,Industrial,19003.6,13792.0,5211.599999999999,0,1.0
TRX012169,2025-03-24,P0005,W03,48,48,2025,3,1,Monday,13,202.77,94.95,Industrial,9732.96,4557.6,5175.360000000001,0,1.0
TRX012170,2025-04-02,P0020,W10,12,6,2025,4,2,Wednesday,14,370.5,265.21,Food,2223.0,1591.2599999999998,631.7400000000002,1,0.5
TRX012171,2025-07-30,P0012,W09,1,1,2025,7,3,Wednesday,31,33.95,25.34,Apparel,33.95,25.34,8.610000000000003,0,1.0
TRX012172,2024-03-19,P0038,W10,6,6,2024,3,1,Tuesday,12,562.19,397.19,Industrial,3373.1400000000003,2383.14,990.0000000000005,0,1.0
TRX012173,2023-12-19,P0016,W03,1,1,2023,12,4,Tuesday,51,898.94,464.06,Furniture,898.94,464.06,434.88000000000005,0,1.0
TRX012174,2025-09-22,P0037,W01,8,8,2025,9,3,Monday,39,616.15,358.56,Apparel,4929.2,2868.48,2060.72,0,1.0
TRX012175,2025-03-04,P0038,W02,44,44,2025,3,1,Tuesday,10,562.19,397.19,Industrial,24736.36,17476.36,7260.0,0,1.0
TRX012176,2024-02-15,P0036,W04,48,48,2024,2,1,Thursday,7,244.02,107.43,Industrial,11712.96,5156.64,6556.320000000001,0,1.0
TRX012177,2024-11-08,P0046,W04,33,33,2024,11,4,Friday,45,373.76,191.7,Electronics,12334.08,6326.099999999999,6007.9800000000005,0,1.0
TRX012178,2024-03-28,P0029,W02,4,4,2024,3,1,Thursday,13,229.79,155.17,Food,919.16,620.68,298.48,0,1.0
TRX012179,2024-02-23,P0035,W10,40,40,2024,2,1,Friday,8,36.39,16.9,Apparel,1455.6,676.0,779.5999999999999,0,1.0
TRX012180,2024-03-25,P0049,W06,6,6,2024,3,1,Monday,13,452.59,299.74,Furniture,2715.54,1798.44,917.1,0,1.0
TRX012181,2025-09-21,P0037,W06,45,45,2025,9,3,Sunday,38,616.15,358.56,Apparel,27726.75,16135.2,11591.55,0,1.0
TRX012182,2023-02-20,P0021,W03,3,3,2023,2,1,Monday,8,838.61,480.97,Furniture,2515.83,1442.91,1072.9199999999998,0,1.0
TRX012183,2023-07-29,P0021,W01,15,15,2023,7,3,Saturday,30,838.61,480.97,Furniture,12579.15,7214.55,5364.599999999999,0,1.0
TRX012184,2025-06-06,P0028,W10,6,6,2025,6,2,Friday,23,327.95,145.24,Furniture,1967.7,871.44,1096.2599999999998,0,1.0
TRX012185,2025-09-24,P0006,W09,6,6,2025,9,3,Wednesday,39,434.44,201.62,Furniture,2606.64,1209.72,1396.9199999999998,0,1.0
TRX012186,2025-09-19,P0020,W04,37,37,2025,9,3,Friday,38,370.5,265.21,Food,13708.5,9812.77,3895.7300000000014,0,1.0
TRX012187,2025-04-29,P0036,W09,27,27,2025,4,2,Tuesday,18,244.02,107.43,Industrial,6588.54,2900.61,3687.93,0,1.0
TRX012188,2024-09-18,P0013,W05,42,42,2024,9,3,Wednesday,38,724.58,422.72,Industrial,30432.36,17754.24,12678.12,0,1.0
TRX012189,2024-11-09,P0040,W07,41,41,2024,11,4,Saturday,45,824.37,463.89,Furniture,33799.17,19019.49,14779.68,0,1.0
TRX012190,2025-02-15,P0011,W03,46,46,2025,2,1,Saturday,7,516.76,288.17,Food,23770.96,13255.820000000002,10515.139999999998,0,1.0
TRX012191,2024-10-24,P0024,W03,5,5,2024,10,4,Thursday,43,511.67,274.45,Electronics,2558.35,1372.25,1186.1,0,1.0
TRX012192,2023-09-25,P0019,W08,39,39,2023,9,3,Monday,39,582.29,289.52,Electronics,22709.31,11291.28,11418.03,0,1.0
TRX012193,2023-04-26,P0023,W01,17,17,2023,4,2,Wednesday,17,851.61,376.19,Food,14477.37,6395.23,8082.140000000001,0,1.0
TRX012194,2025-01-23,P0031,W08,23,23,2025,1,1,Thursday,4,37.7,17.66,Apparel,867.1,406.18,460.92,0,1.0
TRX012195,2025-11-29,P0037,W08,17,17,2025,11,4,Saturday,48,616.15,358.56,Apparel,10474.55,6095.52,4379.029999999999,0,1.0
TRX012196,2023-07-01,P0037,W03,41,41,2023,7,3,Saturday,26,616.15,358.56,Apparel,25262.15,14700.96,10561.189999999997,0,1.0
TRX012197,2025-06-21,P0003,W01,23,23,2025,6,2,Saturday,25,495.69,308.9,Apparel,11400.87,7104.7,4296.170000000001,0,1.0
TRX012198,2025-08-03,P0034,W09,39,39,2025,8,3,Sunday,31,240.6,153.81,Electronics,9383.4,5998.59,3384.8099999999995,0,1.0
TRX012199,2023-09-15,P0029,W04,33,33,2023,9,3,Friday,37,229.79,155.17,Food,7583.07,5120.61,2462.46,0,1.0
TRX012200,2024-05-23,P0003,W07,2,2,2024,5,2,Thursday,21,495.69,308.9,Apparel,991.38,617.8,373.58,0,1.0
TRX012201,2023-04-02,P0015,W09,10,10,2023,4,2,Sunday,13,431.03,203.62,Food,4310.299999999999,2036.2,2274.0999999999995,0,1.0
TRX012202,2023-05-29,P0007,W03,19,19,2023,5,2,Monday,22,146.74,99.3,Apparel,2788.0600000000004,1886.7,901.3600000000004,0,1.0
TRX012203,2023-04-27,P0003,W05,40,40,2023,4,2,Thursday,17,495.69,308.9,Apparel,19827.6,12356.0,7471.5999999999985,0,1.0
TRX012204,2024-04-02,P0047,W10,9,9,2024,4,2,Tuesday,14,721.03,337.73,Furniture,6489.27,3039.57,3449.7,0,1.0
TRX012205,2024-07-18,P0043,W03,15,15,2024,7,3,Thursday,29,900.31,426.52,Food,13504.65,6397.799999999999,7106.85,0,1.0
TRX012206,2025-03-24,P0016,W05,43,43,2025,3,1,Monday,13,898.94,464.06,Furniture,38654.420000000006,19954.58,18699.840000000004,0,1.0
TRX012207,2023-02-14,P0045,W02,24,24,2023,2,1,Tuesday,7,88.01,56.75,Furniture,2112.24,1362.0,750.2400000000002,0,1.0
TRX012208,2025-02-12,P0034,W04,12,6,2025,2,1,Wednesday,7,240.6,153.81,Electronics,1443.6,922.86,520.7399999999999,1,0.5
TRX012209,2023-08-22,P0020,W02,22,22,2023,8,3,Tuesday,34,370.5,265.21,Food,8151.0,5834.62,2316.38,0,1.0
TRX012210,2023-07-16,P0044,W03,18,18,2023,7,3,Sunday,28,502.42,230.23,Furniture,9043.56,4144.139999999999,4899.42,0,1.0
TRX012211,2023-01-25,P0039,W05,2,2,2023,1,1,Wednesday,4,745.39,306.92,Electronics,1490.78,613.84,876.9399999999999,0,1.0
TRX012212,2024-01-30,P0033,W09,15,15,2024,1,1,Tuesday,5,344.13,203.49,Food,5161.95,3052.3500000000004,2109.5999999999995,0,1.0
TRX012213,2024-12-14,P0014,W03,42,42,2024,12,4,Saturday,50,474.86,230.38,Furniture,19944.12,9675.96,10268.16,0,1.0
TRX012214,2025-11-25,P0042,W10,39,39,2025,11,4,Tuesday,48,1056.57,458.33,Electronics,41206.23,17874.87,23331.36,0,1.0
TRX012215,2023-08-11,P0035,W06,9,9,2023,8,3,Friday,32,36.39,16.9,Apparel,327.51,152.1,175.41,0,1.0
TRX012216,2025-05-13,P0011,W04,22,22,2025,5,2,Tuesday,20,516.76,288.17,Food,11368.72,6339.740000000001,5028.979999999999,0,1.0
TRX012217,2024-06-13,P0020,W04,17,17,2024,6,2,Thursday,24,370.5,265.21,Food,6298.5,4508.57,1789.9300000000003,0,1.0
TRX012218,2023-09-14,P0030,W10,14,14,2023,9,3,Thursday,37,173.76,90.98,Food,2432.64,1273.72,1158.9199999999998,0,1.0
TRX012219,2024-10-15,P0028,W10,31,31,2024,10,4,Tuesday,42,327.95,145.24,Furniture,10166.45,4502.4400000000005,5664.009999999998,0,1.0
TRX012220,2024-08-13,P0015,W05,41,41,2024,8,3,Tuesday,33,431.03,203.62,Food,17672.23,8348.42,9323.81,0,1.0
TRX012221,2024-03-19,P0038,W07,7,7,2024,3,1,Tuesday,12,562.19,397.19,Industrial,3935.33,2780.33,1155.0000000000005,0,1.0
TRX012222,2024-02-22,P0050,W04,47,47,2024,2,1,Thursday,8,358.43,144.61,Food,16846.21,6796.670000000001,10049.539999999995,0,1.0
TRX012223,2024-07-27,P0013,W08,35,35,2024,7,3,Saturday,30,724.58,422.72,Industrial,25360.300000000003,14795.2,10565.100000000002,0,1.0
TRX012224,2023-05-09,P0047,W09,34,34,2023,5,2,Tuesday,19,721.03,337.73,Furniture,24515.02,11482.82,13032.2,0,1.0
TRX012225,2025-10-07,P0035,W09,3,3,2025,10,4,Tuesday,41,36.39,16.9,Apparel,109.17,50.7,58.470000000000006,0,1.0
TRX012226,2023-12-07,P0047,W09,2,2,2023,12,4,Thursday,49,721.03,337.73,Furniture,1442.06,675.46,766.5999999999999,0,1.0
TRX012227,2025-03-20,P0024,W02,45,45,2025,3,1,Thursday,12,511.67,274.45,Electronics,23025.15,12350.25,10674.9,0,1.0
TRX012228,2025-09-18,P0001,W03,27,27,2025,9,3,Thursday,38,228.61,128.1,Food,6172.47,3458.7,2713.7700000000004,0,1.0
TRX012229,2023-04-10,P0042,W05,45,45,2023,4,2,Monday,15,1056.57,458.33,Electronics,47545.65,20624.85,26920.8,0,1.0
TRX012230,2023-02-08,P0024,W01,2,2,2023,2,1,Wednesday,6,511.67,274.45,Electronics,1023.34,548.9,474.44000000000005,0,1.0
TRX012231,2023-09-20,P0027,W04,41,41,2023,9,3,Wednesday,38,700.9,307.45,Apparel,28736.9,12605.45,16131.45,0,1.0
TRX012232,2023-05-30,P0018,W05,5,5,2023,5,2,Tuesday,22,333.79,170.0,Industrial,1668.95,850.0,818.95,0,1.0
TRX012233,2024-11-20,P0026,W09,21,21,2024,11,4,Wednesday,47,859.02,482.98,Apparel,18039.42,10142.58,7896.839999999998,0,1.0
TRX012234,2025-03-23,P0029,W08,7,7,2025,3,1,Sunday,12,229.79,155.17,Food,1608.53,1086.1899999999998,522.3400000000001,0,1.0
TRX012235,2023-08-07,P0008,W01,25,25,2023,8,3,Monday,32,949.29,380.13,Apparel,23732.25,9503.25,14229.0,0,1.0
TRX012236,2025-06-24,P0044,W03,45,45,2025,6,2,Tuesday,26,502.42,230.23,Furniture,22608.9,10360.35,12248.55,0,1.0
TRX012237,2023-09-01,P0026,W03,1,1,2023,9,3,Friday,35,859.02,482.98,Apparel,859.02,482.98,376.04,0,1.0
TRX012238,2025-06-04,P0005,W06,9,9,2025,6,2,Wednesday,23,202.77,94.95,Industrial,1824.93,854.5500000000001,970.38,0,1.0
TRX012239,2024-08-09,P0033,W04,2,2,2024,8,3,Friday,32,344.13,203.49,Food,688.26,406.98,281.28,0,1.0
TRX012240,2024-06-01,P0040,W04,3,3,2024,6,2,Saturday,22,824.37,463.89,Furniture,2473.11,1391.67,1081.44,0,1.0
TRX012241,2025-11-10,P0005,W01,44,44,2025,11,4,Monday,46,202.77,94.95,Industrial,8921.880000000001,4177.8,4744.080000000001,0,1.0
TRX012242,2023-07-09,P0049,W10,37,37,2023,7,3,Sunday,27,452.59,299.74,Furniture,16745.829999999998,11090.38,5655.449999999997,0,1.0
TRX012243,2025-07-03,P0047,W04,44,44,2025,7,3,Thursday,27,721.03,337.73,Furniture,31725.32,14860.12,16865.199999999997,0,1.0
TRX012244,2024-09-06,P0036,W01,4,4,2024,9,3,Friday,36,244.02,107.43,Industrial,976.08,429.72,546.36,0,1.0
TRX012245,2025-05-05,P0013,W05,21,21,2025,5,2,Monday,19,724.58,422.72,Industrial,15216.18,8877.12,6339.06,0,1.0
TRX012246,2024-04-10,P0017,W03,26,26,2024,4,2,Wednesday,15,673.13,366.36,Food,17501.38,9525.36,7976.02,0,1.0
TRX012247,2023-04-09,P0013,W10,44,44,2023,4,2,Sunday,14,724.58,422.72,Industrial,31881.52,18599.68,13281.84,0,1.0
TRX012248,2025-04-09,P0025,W05,37,37,2025,4,2,Wednesday,15,737.86,297.51,Electronics,27300.82,11007.87,16292.95,0,1.0
TRX012249,2025-09-23,P0002,W03,14,14,2025,9,3,Tuesday,39,475.09,344.8,Industrial,6651.259999999999,4827.2,1824.0599999999995,0,1.0
TRX012250,2023-02-25,P0024,W05,46,46,2023,2,1,Saturday,8,511.67,274.45,Electronics,23536.82,12624.7,10912.12,0,1.0
TRX012251,2025-11-11,P0036,W04,10,10,2025,11,4,Tuesday,46,244.02,107.43,Industrial,2440.2000000000003,1074.3000000000002,1365.9,0,1.0
TRX012252,2024-08-02,P0025,W09,26,26,2024,8,3,Friday,31,737.86,297.51,Electronics,19184.36,7735.26,11449.1,0,1.0
TRX012253,2023-07-04,P0034,W06,10,10,2023,7,3,Tuesday,27,240.6,153.81,Electronics,2406.0,1538.1,867.9000000000001,0,1.0
TRX012254,2024-06-05,P0012,W10,37,37,2024,6,2,Wednesday,23,33.95,25.34,Apparel,1256.15,937.58,318.57000000000005,0,1.0
TRX012255,2023-09-21,P0019,W02,18,18,2023,9,3,Thursday,38,582.29,289.52,Electronics,10481.22,5211.36,5269.86,0,1.0
TRX012256,2025-11-27,P0050,W01,27,27,2025,11,4,Thursday,48,358.43,144.61,Food,9677.61,3904.47,5773.14,0,1.0
TRX012257,2025-09-29,P0042,W01,17,17,2025,9,3,Monday,40,1056.57,458.33,Electronics,17961.69,7791.61,10170.079999999998,0,1.0
TRX012258,2023-05-03,P0030,W01,10,10,2023,5,2,Wednesday,18,173.76,90.98,Food,1737.6,909.8,827.7999999999998,0,1.0
TRX012259,2023-10-28,P0037,W09,11,11,2023,10,4,Saturday,43,616.15,358.56,Apparel,6777.65,3944.16,2833.49,0,1.0
TRX012260,2025-04-12,P0043,W05,47,47,2025,4,2,Saturday,15,900.31,426.52,Food,42314.57,20046.44,22268.13,0,1.0
TRX012261,2024-10-06,P0001,W04,24,24,2024,10,4,Sunday,40,228.61,128.1,Food,5486.64,3074.4,2412.2400000000007,0,1.0
TRX012262,2025-05-23,P0003,W10,19,19,2025,5,2,Friday,21,495.69,308.9,Apparel,9418.11,5869.099999999999,3549.010000000001,0,1.0
TRX012263,2024-01-29,P0049,W05,44,44,2024,1,1,Monday,5,452.59,299.74,Furniture,19913.96,13188.56,6725.399999999998,0,1.0
TRX012264,2024-10-22,P0026,W09,16,16,2024,10,4,Tuesday,43,859.02,482.98,Apparel,13744.32,7727.68,6016.639999999999,0,1.0
TRX012265,2023-03-10,P0015,W03,23,23,2023,3,1,Friday,10,431.03,203.62,Food,9913.69,4683.26,5230.429999999999,0,1.0
TRX012266,2025-01-31,P0046,W03,12,12,2025,1,1,Friday,5,373.76,191.7,Electronics,4485.12,2300.4,2184.7200000000003,0,1.0
TRX012267,2023-11-16,P0047,W02,19,19,2023,11,4,Thursday,46,721.03,337.73,Furniture,13699.57,6416.870000000001,7282.699999999999,0,1.0
TRX012268,2023-06-26,P0048,W08,25,25,2023,6,2,Monday,26,529.42,336.3,Industrial,13235.499999999998,8407.5,4827.999999999998,0,1.0
TRX012269,2024-08-06,P0028,W07,3,3,2024,8,3,Tuesday,32,327.95,145.24,Furniture,983.85,435.72,548.1299999999999,0,1.0
TRX012270,2024-08-04,P0004,W02,13,13,2024,8,3,Sunday,31,667.66,418.27,Industrial,8679.58,5437.51,3242.07,0,1.0
TRX012271,2023-04-21,P0019,W04,21,21,2023,4,2,Friday,16,582.29,289.52,Electronics,12228.09,6079.92,6148.17,0,1.0
TRX012272,2025-09-25,P0024,W07,22,22,2025,9,3,Thursday,39,511.67,274.45,Electronics,11256.74,6037.9,5218.84,0,1.0
TRX012273,2025-01-27,P0040,W01,47,47,2025,1,1,Monday,5,824.37,463.89,Furniture,38745.39,21802.83,16942.56,0,1.0
TRX012274,2023-10-10,P0006,W01,29,29,2023,10,4,Tuesday,41,434.44,201.62,Furniture,12598.76,5846.9800000000005,6751.78,0,1.0
TRX012275,2023-07-13,P0016,W08,49,49,2023,7,3,Thursday,28,898.94,464.06,Furniture,44048.060000000005,22738.94,21309.120000000006,0,1.0
TRX012276,2025-08-24,P0032,W06,43,43,2025,8,3,Sunday,34,506.71,217.47,Food,21788.53,9351.21,12437.32,0,1.0
TRX012277,2025-09-04,P0030,W02,25,25,2025,9,3,Thursday,36,173.76,90.98,Food,4344.0,2274.5,2069.5,0,1.0
TRX012278,2023-12-08,P0035,W10,23,23,2023,12,4,Friday,49,36.39,16.9,Apparel,836.97,388.7,448.27,0,1.0
TRX012279,2024-06-05,P0008,W10,12,12,2024,6,2,Wednesday,23,949.29,380.13,Apparel,11391.48,4561.56,6829.92,0,1.0
TRX012280,2025-03-11,P0005,W01,49,49,2025,3,1,Tuesday,11,202.77,94.95,Industrial,9935.73,4652.55,5283.180000000001,0,1.0
TRX012281,2025-06-21,P0037,W03,23,23,2025,6,2,Saturday,25,616.15,358.56,Apparel,14171.45,8246.88,5924.57,0,1.0
TRX012282,2023-05-11,P0012,W04,5,5,2023,5,2,Thursday,19,33.95,25.34,Apparel,169.75,126.7,43.05,0,1.0
TRX012283,2025-03-24,P0025,W05,29,29,2025,3,1,Monday,13,737.86,297.51,Electronics,21397.94,8627.789999999999,12770.15,0,1.0
TRX012284,2023-03-02,P0033,W10,5,5,2023,3,1,Thursday,9,344.13,203.49,Food,1720.65,1017.45,703.2,0,1.0
TRX012285,2023-06-13,P0039,W03,39,39,2023,6,2,Tuesday,24,745.39,306.92,Electronics,29070.21,11969.88,17100.329999999998,0,1.0
TRX012286,2023-09-29,P0024,W05,35,35,2023,9,3,Friday,39,511.67,274.45,Electronics,17908.45,9605.75,8302.7,0,1.0
TRX012287,2023-05-13,P0011,W07,35,35,2023,5,2,Saturday,19,516.76,288.17,Food,18086.6,10085.95,8000.649999999998,0,1.0
TRX012288,2025-09-24,P0042,W09,17,8,2025,9,3,Wednesday,39,1056.57,458.33,Electronics,8452.56,3666.64,4785.92,1,0.471
TRX012289,2023-02-07,P0035,W05,30,30,2023,2,1,Tuesday,6,36.39,16.9,Apparel,1091.7,507.0,584.7,0,1.0
TRX012290,2024-09-08,P0040,W04,2,1,2024,9,3,Sunday,36,824.37,463.89,Furniture,824.37,463.89,360.48,1,0.5
TRX012291,2024-04-18,P0001,W10,15,15,2024,4,2,Thursday,16,228.61,128.1,Food,3429.15,1921.5,1507.65,0,1.0
TRX012292,2023-02-28,P0008,W09,23,23,2023,2,1,Tuesday,9,949.29,380.13,Apparel,21833.67,8742.99,13090.679999999998,0,1.0
TRX012293,2024-08-11,P0023,W08,42,42,2024,8,3,Sunday,32,851.61,376.19,Food,35767.62,15799.98,19967.640000000003,0,1.0
TRX012294,2024-05-13,P0020,W05,26,26,2024,5,2,Monday,20,370.5,265.21,Food,9633.0,6895.459999999999,2737.540000000001,0,1.0
TRX012295,2024-07-20,P0032,W09,11,11,2024,7,3,Saturday,29,506.71,217.47,Food,5573.81,2392.17,3181.6399999999994,0,1.0
TRX012296,2024-07-20,P0011,W09,24,12,2024,7,3,Saturday,29,516.76,288.17,Food,6201.12,3458.04,2743.08,1,0.5
TRX012297,2025-06-22,P0007,W01,9,4,2025,6,2,Sunday,25,146.74,99.3,Apparel,586.96,397.2,189.76000000000005,1,0.444
